p,s,r,r11,r12,r21,r22,r23
223972223.7178663,0.04193877034493076,0.2201535389186371,0.04507481100517238,0.33969160792144326,0.12717336406480695,0.1208903934312106,0.15211265022047793
143158276.59377545,0.02175672998745324,0.5021034642157056,0.10900353224534619,0.5304409037813829,0.08481878787732922,0.11931917240554371,0.11725005655686711
92622102.58072597,0.018280903927661997,0.4570269231669062,0.18308454464412469,0.16083645893492804,0.080145714302387,0.12343959927542893,0.08315998220745631
273499867.73396635,0.015211462612677685,0.36749134725631893,0.014785204647768897,0.38859491688041875,0.11497663664769704,0.0078081507713322115,0.09392278531915467
266331736.2879289,0.032083474382509525,0.31317113308003075,0.1477652512401803,0.5964193471099415,0.06064057326909035,0.0336296753289596,0.1662477394572439
268012298.2751775,0.003549280464223569,0.1633296151843469,0.06331757498249395,0.22536554812489035,0.17379062320725275,0.04149346346809354,0.23718242321635158
148347374.85670644,0.008751440273487992,0.4111844858870206,0.00022224443396910102,0.24461713213567843,0.1677801158876109,0.008222464750280423,0.42339770558304785
193944702.2762364,0.012709275405905267,0.581816185353415,0.19040877869781248,0.5854488388617343,0.08739918604013013,0.11381900964419002,0.17372528705100238
189364954.14352328,0.035297353718821964,0.2852695846415177,0.028497166574908313,0.40901732830949483,0.16038894164332673,0.14384813151384745,0.31491245357924214
200520414.0289812,0.019476058631242334,0.3823895189048425,0.08468706580381638,0.2567617555268501,0.10091145612951741,0.032950210725105816,0.261524315984694
64552728.05138847,0.016733051083813438,0.38414929079162263,0.007987621798406511,0.12162130765117146,0.1220970051707229,0.12015163669775018,0.4043018946383125
185731814.07604223,0.016986017151853973,0.30475514404734955,0.036839578889588116,0.3129977836447891,0.1483783257664478,0.08873612378450535,0.09970871181337965
285575511.29625297,0.015627998819210422,0.5657260995853797,0.14957975580078178,0.10771634582881487,0.07637561394024708,0.08054303625227908,0.12812408348441268
50181195.40581633,0.0443044239312354,0.19885388252489156,0.14483149922797178,0.5685991654705101,0.16115511143899192,0.07372254922014368,0.414707956365993
200206962.46573865,0.0347447915338742,0.45191031672733073,0.04285864957859314,0.49714634843264055,0.05842184794847713,0.08472549402411561,0.12680159318838596
273196132.52115285,0.02257832682560731,0.5744438784515767,0.19981451402847966,0.5153282331977586,0.1843389424567634,0.10179915967615917,0.20312199478053183
121294819.02289069,0.023090290604973782,0.4791103433173176,0.11916248661026652,0.11394683064654987,0.09237600156678569,0.09685911495129003,0.5146410448175507
173303168.6657565,0.041009818939131214,0.11716190701101767,0.10275621767541261,0.3097856716484113,0.19951732567611663,0.02965553434096309,0.15940255673013032
315995345.2070689,0.0026889673734494693,0.49783703528869894,0.17208355439476433,0.1456090472367877,0.14422915049226542,0.13209606713660885,0.09331452482093726
272603283.3935311,0.013144426775544544,0.5991910101538966,0.17231517444889685,0.5440857375755896,0.16326400252499224,0.11303304435827398,0.2655038097584782
86856144.46201421,0.02966460784576732,0.4322199063347473,0.030243666764579704,0.2944045180107069,0.0797876386943197,0.015782091292591786,0.21995542245241112
211335653.12600607,0.00550326996277368,0.46920343908675843,0.1244767832151572,0.20343802526668275,0.13896051568794116,0.05230222581278894,0.14990499616684966
130451185.35351846,0.004167818569814174,0.3001807429348875,0.17997197841719376,0.214841794610437,0.08426395522907973,0.0552558326659214,0.5869960009331836
128077009.55673817,0.03713606640198709,0.13626480118816417,0.011727005277775983,0.12569587073295788,0.07954246521786776,0.03517974138687791,0.5052159875912214
172575677.1950119,0.0048191975120839906,0.448385056018499,0.14125946061743289,0.21018455551787685,0.1945144236071455,0.01398979539577309,0.5304335320465589
286002682.94532394,0.027374279740997542,0.5202444409648753,0.19716390475931278,0.2848182480091325,0.17655440623083246,0.0844681464269692,0.39193186006891095
195471728.99780908,0.018574965733047327,0.15323424249958745,0.06538313475261259,0.14346005541081697,0.11063391206517245,0.0779947183610046,0.5679342503871687
277869688.6265026,0.007956831360715969,0.4016871370271634,0.08390263733450598,0.3438093383486013,0.11738751604063985,0.13934233845847194,0.3674336933727183
227515695.63283885,0.04267795200847417,0.5549275603404976,0.141979404958657,0.5593069536442707,0.05260942616589715,0.03713645553326958,0.3525475745131539
246840896.32175893,0.006437501416954847,0.28780255512800623,0.030596239467354742,0.4396288734661188,0.10236166997157525,0.046126753342931946,0.3283203319250305
319120845.70462936,0.04665668686104408,0.4374723071832377,0.06736440829347067,0.2649381256341492,0.16094349984617445,0.013713644492639092,0.5033713999785784
123561608.90907805,0.04173215495935791,0.504550919883658,0.027413366599088624,0.22070891063328568,0.0983751967287618,0.056223058734276736,0.28758477765355267
340407475.5403036,0.0038970485143568815,0.14258661917727172,0.1542253976886984,0.17283934894539943,0.07188104169391019,0.07890135779598424,0.4873987510201156
196202811.9775748,0.0130709711659535,0.4185020445007631,0.1324572664832972,0.44971043758286694,0.09263826240843961,0.13719192905897146,0.15824897739974764
304263907.7751025,0.033071874890705136,0.39847511255856893,0.09327548107112686,0.49158668251411525,0.18930822636227684,0.02671497878806626,0.4714230973604215
58664507.97472535,0.04303548430866194,0.234392712358551,0.06683583237958055,0.4400513704556733,0.17502611261020234,0.10494004909534367,0.3469050903987014
329844926.54603356,0.034122549411280956,0.3065158179195747,0.1552768614883041,0.22850925195745092,0.14641056384941742,0.08268117689543106,0.32286678007164843
341532205.2301912,0.026920661656302414,0.12509850446830398,0.017051256714785853,0.558357117698917,0.13925397256124117,0.12617209159611184,0.4269295634373622
261982500.48770165,0.0373727885105909,0.5683917891290581,0.18105522156642254,0.34579764639243804,0.1033862797575229,0.04927460134651319,0.23919628464702508
201521559.1957459,0.04945424439731719,0.5593380101660091,0.11352475174141702,0.16919188041022978,0.15440579200357052,0.142884432262698,0.5308704550284968
97080266.65073605,0.04962151829637781,0.3894839612882207,0.15042587688160347,0.3281485383083645,0.17888024296215438,0.10014097644376983,0.36560999312593984
296724990.85523164,0.033263233330504995,0.4365117237948817,0.1503369509100449,0.5407587172956841,0.14813525715859144,0.14563172299977042,0.4306982636371798
115365751.5198594,0.033944516801964066,0.3080723347654425,0.1975759722924074,0.4451997609027588,0.06689567938258158,0.05297444902147761,0.25957877607210067
231158746.169788,0.011634805629391,0.2812627012942203,0.1969955194004796,0.18710557256127108,0.15217197051644327,0.14962888883535977,0.4480719245338875
215443876.72789863,0.0037324824758746974,0.13421373190249497,0.05559886819755645,0.43199241234028973,0.14074733745009554,0.011339139340660932,0.4104243620990489
91322437.56749523,0.04064250170573456,0.5859779043631975,0.04711942094998284,0.5122291086511247,0.12322072239683628,0.08615684121906844,0.25378008170549127
262956457.0470562,0.038500870715079495,0.27887240067250396,0.1765965392794267,0.12826372554508114,0.14526951266441468,0.09267490257272573,0.32974164219561974
62557930.81469761,0.020690827662008988,0.49966644149062,0.08166312205157675,0.2718692713855073,0.1478496647415769,0.09367262109163031,0.53246147850988
347012536.5083039,0.021114719731240558,0.3512876645195375,0.13437676477533053,0.20737731098974377,0.14172651422259483,0.10553453449299141,0.34744932010994156
104834253.0066838,0.03777886009211512,0.5256602840951158,0.1408478852883384,0.1295118446332682,0.0867664258511874,0.04505113711736287,0.5253122132706505
176648783.328548,0.03511844522584347,0.4051483672366818,0.08596637641381265,0.5899720978377792,0.050089388397792964,0.14549220675667082,0.21880569117508597
286283617.2261682,0.013273969662078264,0.36011339563668543,0.1678327851263276,0.3310684489538113,0.08063150958624761,0.09497728928568924,0.4403684721946504
95301949.17098919,0.014038584034161403,0.4607893540265374,0.09656747703109579,0.21862253563978923,0.06157975947538072,0.0735905450527615,0.5968545722455253
298678690.95555997,0.02385830928191516,0.3704960425129402,0.14361837438790973,0.10851556844783293,0.18447574441717046,0.13733316417842367,0.18162758470504875
205187372.40167758,0.03349979791338697,0.3988840105369973,0.17034284115371154,0.20384684736272005,0.17941755586752367,0.0947801999151696,0.36290581943504296
265793232.80800366,0.022158727959271624,0.5370393844140815,0.02218240894090066,0.5138166903369331,0.155693350387199,0.07588991385877616,0.49545725282329206
288330090.1700982,0.045365775079380555,0.19946300686341573,0.10774459976934728,0.5751674539617617,0.11574179659252498,0.0932144659173904,0.542951366885202
67439691.37811488,0.02240088893622121,0.10709537036190545,0.0019571264977179107,0.2902821798051486,0.12081042218818336,0.01998426567147688,0.5500724924868067
145288985.35427696,0.006994591671925751,0.3405130591430048,0.09690342480416556,0.24160984031668897,0.1965228828846663,0.0892447263661648,0.30100284418837864
211717912.95141718,0.019557004096824447,0.38840734436243274,0.1255767199979666,0.28713071241121807,0.05807771893808082,0.08241596750464643,0.0858111631794612
269788363.69142425,0.0007656707689166146,0.2275177162429854,0.004815215297339897,0.22474268919657764,0.13544150803716126,0.12898492086584495,0.09193858396100807
63491972.847330846,0.008682788866653308,0.3436519977024109,0.16289052618980548,0.361691619147163,0.07421669159967736,0.03560195934234687,0.380665729662234
287134362.6745709,0.04232573117606849,0.31143052715425434,0.16325824202541062,0.2260756447474243,0.055475460010695345,0.05836846635550191,0.48250260499844083
244385238.03979513,0.01884960925269868,0.2230233943851805,0.17733581248927727,0.5390109293008312,0.14603745639917282,0.10579541755669462,0.38422279774417434
61899755.066128984,0.004633818664828756,0.39418805788637434,0.029520662517879232,0.50777062596116,0.12365266230180133,0.11211412637328129,0.5627147305256018
289806632.9333785,0.01502984638300545,0.5137913845632159,0.0758611676640404,0.3792962040831215,0.07115723597310779,0.1477443162632091,0.43369888918919786
117729593.25769557,0.021291958832879047,0.23956689727800362,0.17384750172635466,0.10636881539848224,0.17186702827734132,0.022201490002498162,0.5162558778300094
125241998.67032373,0.04489275481422045,0.2719416559689086,0.09447165576478922,0.24484029525687773,0.16520159433057402,0.08383353487088831,0.327333594743889
